FIPS,State,County,Predicted_change_obese
55089,Wisconsin,Ozaukee,1.5988507598670478
55091,Wisconsin,Pepin,3.2125742665479358
55093,Wisconsin,Pierce,2.318116607492372
55095,Wisconsin,Polk,3.081437758664054
55097,Wisconsin,Portage,2.3691371991111563
55099,Wisconsin,Price,0.8025075660979226
55101,Wisconsin,Racine,1.3206483213624587
55103,Wisconsin,Richland,1.9318823391595812
55105,Wisconsin,Rock,2.339234817786076
55107,Wisconsin,Rusk,3.169481353438479
55109,Wisconsin,St. Croix,2.6952820657220236
55111,Wisconsin,Sauk,3.738182648222573
55113,Wisconsin,Sawyer,2.5737031495845257
55115,Wisconsin,Shawano,2.7116329120755167
55117,Wisconsin,Sheboygan,1.1415214793886457
55119,Wisconsin,Taylor,3.868745968357362
55121,Wisconsin,Trempealeau,1.310408436932804
55123,Wisconsin,Vernon,3.4374866034698046
55125,Wisconsin,Vilas,1.7379085572848787
55127,Wisconsin,Walworth,2.377450651180793
55129,Wisconsin,Washburn,0.9401955794684907
55131,Wisconsin,Washington,2.506337281028871
55133,Wisconsin,Waukesha,-1.0567449251188055
55135,Wisconsin,Waupaca,2.555230339848835
55137,Wisconsin,Waushara,0.8642865941522453
55139,Wisconsin,Winnebago,2.5351667872941563
55141,Wisconsin,Wood,3.470069187860745
53001,Washington,Adams,-1.9432675231575067
53003,Washington,Asotin,1.4777246619478042
53005,Washington,Benton,0.32204997970153604
53007,Washington,Chelan,1.460160237461798
53009,Washington,Clallam,1.7685070684426614
53011,Washington,Clark,0.4524467718306413
53013,Washington,Columbia,4.353738888565855
